CODIGO;DEPARTAMENTO;BIBLIOGRAFIA;TITULO;MINHA BIBLIOTECA;"EX. DA BIBLIOTECA
CT";"EX. DE OUTRAS DO
SIBI";N. DE CHAMADA;Tipo Referencia
GA131;Geomática;Complementar;"KRAUS, Karl. Photogrammetry: geometry from images and laser scans. 2. ed Berlin; New York City, New York: W. de Gruyter, c2007. xv, 459 p., il., grafs., tabs. Inclui referências e índice. ISBN 9783110190076 (enc.)."; ;1;0;526.982 K91 2.ed.;Livro
GA131;Geomática;Complementar;MACHADO, Álvaro Muriel Lima. Extraçao automática de contornos de edificaçoes utilizando imagem gerada por câmara digital de pequeno formato e dados LIDAR. 2006. xii, 201f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciencias da Terra, Programa de Pós-Graduaçao em Ciencias Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/3923. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA131;Geomática;Complementar;MIKHAIL, Edward M. Introduction to modern photogrammetry. New York City, New York: John Wiley & Sons, c2001. ix, 479 p., il., fig., fotos, graf., tab. Inclui bibliografia, indice e apendices. ISBN 0471309249 (enc.).; ;6;0;526.982 M636;Livro
GA131;Geomática;Complementar;MENDONÇA JÚNIOR, Marcis Gualberto. Reconstrução de edificações para geração de ortoimagens verdadeiras com emprego de dados lidar. 2010. 238f. Tese(doutorado) - Universidade Federal do Paraná, Setor de Ciencias da Terra, Programa de Pós-Graduação em Ciencias Geodésicas. Defesa: Curitiba, 26/02/2010. Disponível em: http://hdl.handle.net/1884/23972. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Básica;"GREWAL, Mohinder S; ANDREWS, Angus P; WEILL, Lawrence Randolph. Global positioning systems, inertial navigation, and integration. New York City, New York: John Wiley & Sons, c2001. Ebook. ISBN 0471200719 (electronic bk.). Disponível em: http://dx.doi.org/10.1002/0471200719. Acesso em: 31 jul. 2023."; ; ; ; ;Livro
GA229;Geomática;Básica;"SEEBER, Günter. Satellite geodesy. 2nd completely rev. and extended ed Berlin; New York City, New York: Walter de Gruyter, 2003. xix, 589 p., il. Inclui bibliografia e índice. ISBN 3110175495 (enc.)."; ;5;0;526.72 S451s 2.ed.;Livro
GA229;Geomática;Básica;HOFMANN-WELLENHOF, Bernhard. GNSS -- Global Navigation Satellite Systems: GPS, GLONASS, Galileo, and more. Viena, Austria: Springer, 2008. Ebook. ISBN 9783211730171. Disponível em: http://dx.doi.org/10.1007/978-3-211-73017-1. Acesso em: 31 jul. 2023.; ; ; ; ;Livro
GA229;Geomática;Complementar;GARNES, Silvio Jacks dos Anjos. Resolução das ambiguidades GPS para linhas de base curta: análise dos algoritmos de otimização. 2001. 204 f. Tese (doutorado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/41166. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;IBGE. Especificações e Normas para Levantamentos Geodésicos Associados ao Sistema Geodésico Brasileiro. Diretoria de Geociências, Coordenação de Geodésia, 2017. Disponível em: https: //geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas. Acesso 31/07/2023.; ; ; ; ;Norma
GA229;Geomática;Complementar;IBGE. Padronização de Marcos Geodésicos. Diretoria de Geociências, Coordenação de Geodésia, 2008. Disponível em: https: //geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas. Acesso 31/07/2023.; ; ; ; ;Site
GA229;Geomática;Complementar;IBGE. Instruções para homologação de estações geodésicas estabelecidas por outras instituições. Diretoria de Geociências, Coordenação de Geodésia, 2022. Disponível em: https: //geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas. Acesso 31/07/2023.; ; ; ; ;Site
GA229;Geomática;Complementar;KRUEGER, Cláudia Pereira. Investigações sobre aplicações de alta precisão do GPS no âmbito marinho. 1996. 267p. Tese (doutorado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/44184. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;LEICK, Alfred. GPS satellite surveying. 3rd ed Hoboken, New Jersey: John Wiley & Sons, c2004. 435p., il., 25cm. ISBN 0471059307 (enc.).; ;2;0;526.640285 L526 3.ed.;Livro
GA229;Geomática;Complementar;MANSUR, Gustavo Bento. Comportamento dos relógios dos satélites GPS: correções e análises. 2017. 69 f. Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 01/02/2017. Disponível em: http://hdl.handle.net/1884/47878. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;MONICO, João Francisco Galera. Posicionamento pelo GNSS: descrição, fundamentos e aplicações. 2. ed São Paulo, SP: Ed. UNESP, 2008. 476 p. Inclui bibliografia e índice. ISBN 9788571397880.;-;4;3;526.982 M744p 2.ed.;Livro
GA229;Geomática;Complementar;MOVIO HUINCA, Suelen Cristina. Análise de influências ambientais na calibração de antenas de receptores GPS. 2014. 212f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 31/07/2014. Disponível em: http://hdl.handle.net/1884/36856. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;OLIVEIRA JUNIOR, Paulo Sérgio de. Definition and implementation of a new service for precise GNSS positioning . 2017. 201 p. Tese (doutorado) - Universidade Estadual Paulista , Faculdade de Ciências e Tecnologia, Programa de Pós-Graduação em Ciências Cartográficas. Defesa: Presidente Prudente, 05/09/2017.;T/OI 00082A SiBi/Memoria; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;SANZ SUBIRANA, Jaume., JUAN ZORNOZA, José Miguel, HERNÁNDEZ-PAJARES, Manuel. GNSS Data Processing, Vol. I: Fundamentals and Algorithms (ESA TM-23/1, May 2013) , ESA Communications, AG Noordwijk, the Netherlands, 2013. ISBN 978-92-9221-886-7 (two volumes plus CD). Disponível em: http:///gage.upc.edu/en/learning-materials/library/gnss-books/gnss-data-processing-book. Acesso 31/07/2023.; ; ; ; ;Livro
GA229;Geomática;Complementar;SANZ SUBIRANA, Jaume., JUAN ZORNOZA, José Miguel, HERNÁNDEZ-PAJARES, Manuel. GNSS Data Processing, Vol. II: Laboratory Exercises (ESA TM-23/2, May 2013), ESA Communications, AG Noordwijk, the Netherlands, 2013. ISBN 978-92-9221-886-7 (two volumes plus CD) Disponível em: https:///server.gage.upc.edu/TEACHING_MATERIAL/GNSS_Book/ESA_GNSS-Book_TM-23_Vol_II.pdf. Acesso 31/07/2023.; ; ; ; ;Livro
GA229;Geomática;Complementar;SEJAS, Mauricio Ihlenfeldt. Modelagem ionosférica local em redes GPS para o posicionamento absoluto de estações de uma frequência. 2009. xiv, 173f. Tese (doutorado) - Universidade Federal do Paraná, Programa de Pós-Graduação em Meio Ambiente e Desenvolvimento. Defesa: Curitiba, 25/08/2009. Disponível em: http://hdl.handle.net/1884/21996. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA229;Geomática;Complementar;TAKASU, T. RTKLIB ver. 2.4.2 Manual. 2013. Disponível: :https//www.rtklib.com/prog. Acesso 31/07/2023.; ; ; ; ;Livro
GA229;Geomática;Complementar;TEQC Tutorial. Basics of Teqc Use and Teqc Products. Copyright © 2012, 2013, 2014 UNAVCO Inc. Disponível em: https:// www.unavco.org/software/data-processing/teqc/doc. Acesso 31/07/2023.; ; ; ; ;Site
GA229;Geomática;Complementar;WERLICH, Renata Magda Cavalcante. Análise da influência dos parâmetros de calibração de antenas de receptores GPS no posicionamento de alta precisão. 2012. 125f. Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 24/08/2012. Disponível em: http://hdl.handle.net/1884/29775. Acesso em: 31 jul. 2023.; ; ; ; ;Tese ou Dissertação
GA232;Geomática;Básica;"BEER, F. P.; DEWOLF, J. T.; JOHNSTON JR., R. J.; et al. Estática e Mecânica dos Materiais. 1 ed. Porto Alegre, RS: McGraw-Hill, 2013. 727p. Grupo A, 2013. E-book. ISBN 9788580551655. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788580551655/. Acesso em: 01 ago. 2023."; ; ; ; ;Livro
GA232;Geomática;Básica;FERREIRA, L.D.D. Conceitos de Resistência dos Materiais Aplicadas em Estruturas Geodésicas (2007). Apostila. UFPR. 2a Edição Revisada. Disponível em: https://cartografica.ufpr.br/material-de-apoio#top. Acesso em: 01 ago. 2023.; ; ; ; ;Site
GA232;Geomática;Básica;HIBBELER, R. C. Resistência dos materiais. 7. ed. São Paulo, SP: Pearson Education do Brasil, 2010. 637p. ISBN 9788576053736.; ;30;71;620.112 H624 7.ed.;Livro
GA232;Geomática;Básica;TEIXEIRA, N. N. Análise geodésica de deformações da crosta em regiões de grandes barragens a partir de deslocamentos tridimensionais obtidos pelo sistema de posicionamento global. Tese (Doutorado em Ciências Geodésicas) - Universidade Federal do Paraná. Curitiba, p. 294. 2005. Disponível em: https://acervodigital.ufpr.br/bitstream/handle/1884/2352/Tese_Niel_Teixeira.pdf?sequence=1&isAllowed=y Acesso em: 01 ago. 2023.; ; ; ; ;Tese ou Dissertação
GA232;Geomática;Complementar;ARGENTA, M. A. Resistência dos Materiais I (2012). Apostila. UFPR. Disponível em: http://www.estruturas.ufpr.br/disciplinas/graduacao/resistencia-dos-materiais/material-de-apoio/. Acesso em: 01 ago. 2023.; ; ; ; ;Site
GA232;Geomática;Complementar;"BEER, F. P.; JOHNSTON, E. R. Resistência dos materiais. 3. ed. São Paulo, SP: Makron Books do Brasil, c1996. xx, 1254p., il, 30 cm. ISBN 8534603448."; ;49;2;620.112 B415 3.ed.;Livro
GA232;Geomática;Complementar;BOTELHO, M. H. C. Resistência dos materiais: para entender e gostar. São Paulo, SP: Blucher, 2008. xii, 236p. ISBN 9788521204503.; ;1;4;620.112 B748;Livro
GA232;Geomática;Complementar;"GERE, J. M.; GOODNO, B. J. Mecânica dos materiais – Tradução da 8ª edição norte-americana. São Paulo, SP: Cengage Learning Brasil, 2018. E-book. ISBN 9788522124145. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788522124145/. Acesso em: 01 ago. 2023."; ; ; ; ;Livro
GA232;Geomática;Complementar;MELCONIAN, S. Mecânica Técnica e Resistência dos Materiais. 20 ed. revisada. São Paulo, SP: Editora Saraiva, 2018. 377p. E-book. ISBN 9788536528564. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788536528564/. Acesso em: 01 ago. 2023.; ; ; ; ;Livro
GA232;Geomática;Complementar;PHILPOT, T. A. Mecânica dos Materiais - Um Sistema Integrado de Ensino. 2 ed. Rio de Janeiro, RJ: LTC, 2013. 709p. Grupo GEN, 2013. E-book. ISBN 978-85-216-2319-9. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/978-85-216-2319-9/. Acesso em: 01 ago. 2023.; ; ; ; ;Livro
GA232;Geomática;Complementar;"PINHEIRO, A. C. F. B.; CRIVELARO, M. Fundamentos de Resistência dos Materiais. 1 ed. Rio de Janeiro, RJ: LTC, 2016. 187p. Grupo GEN, 2016. E-book. ISBN 9788521632627. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521632627/. Acesso em: 01 ago. 2023."; ; ; ; ;Livro
GA232;Geomática;Complementar;UGURAL, A. C. Mecânica dos Materiais. 1 ed. Rio de Janeiro, RJ: LTC, 2009. 638p. Grupo GEN, 2009. E-book. ISBN 978-85-216-2485-1. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/978-85-216-2485-1/. Acesso em: 01 ago. 2023.; ; ; ; ;Livro
GA233;Geomática;Básica;"MARQUES, Benedito F.; MARQUES, Carla Regina S. Direito Agrário Brasileiro, 12a edição. São Paulo: Grupo GEN, 2016. E-book. ISBN 9788597009118. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788597009118/. Acesso em: 29 jul. 2023."; ; ; ; ;Livro
GA233;Geomática;Básica;MARRARA, Thiago. Bens públicos na Constituição de 1988: repartição federativa, monopolização e classificação. A&C - Revista de Direito Administrativo & Constitucional, v. 18, n. 74, p. 125-146, 2018. Disponível em: https://doi.org/10.21056/aec.v19i74.1048. Acesso em: 29 jul. 2023.; ; ; ; ;Artigo
GA233;Geomática;Básica;"SLUTER, C. R.; CARNEIRO, A. F. T. .; IESCHECK, A. L.; PONTES, D. R.; GEDIEL, J. A. P. Cartografia e Direito na Formação Territorial e na Configuração da Propriedade no Brasil. Revista Brasileira de Cartografia, [S. l.], v. 72, p. 916–939, 2020. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/56599. Acesso em: 29 jul. 2023.";-;0;0; ;Artigo
GA233;Geomática;Complementar;ACSELRAD, H.. Ambientalização das lutas sociais - o caso do movimento por justiça ambiental. Rio de Janeiro: Estudos Avançados, 2010. vol. 24(68), 103-119.Disponível em: https://www.revistas.usp.br/eav/article/view/10469. Acesso em: 29 jul. 2023.; ; ; ; ;Artigo
GA233;Geomática;Complementar;DANTAS, F. A. de C. Descolonialidade e direitos humanos dos povos indígenas. Cuiabá: Revista de Educação Pública, [S. l.], v. 23, n. 53/1, p. 343-367, 2014. Disponível em: https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/article/view/1621. Acesso em: 10 mar. 2022.;-;0;0; ;Artigo
GA233;Geomática;Complementar;"DE QUADROS, C.; MENDES BARBOSA, F. C. .; PERES GEDIEL, J. A. . O ACAMPAMENTO CHICO MENDES NO ESTADO DO PARANÁ E A FUNÇÃO SOCIAL DAS TERRAS PÚBLICAS: THE CHICO";https://revistas-ufg-br.translate.goog/revfd/article/view/71325?_x_tr_sl=auto&_x_tr_tl=pt&_x_tr_hl=pt-BR&_x_tr_pto=wapp;0;0; ;Livro
GA233;Geomática;Complementar;MENDES SETTLEMENT IN THE STATE OF PARANÁ AND THE SOCIAL FUNCTION OF PUBLIC LANDS. Goiânia: Revista da Faculdade de Direito da UFG, Goiânia, v. 46, n. 1, 2023. Disponível em: https://revistas.ufg.br/revfd/article/view/71325. Acesso em: 29 jul. 2023.; ; ; ; ;Artigo
GA233;Geomática;Complementar;"MOTA, Mauricio; TORRES, Marcos Alcino de Azevedo. A Função Social da Posse no Código Civil / The Social Function of Possession in the Civil Code. Rio de Janeiro. Revista de Direito da Cidade, [S.l.], v. 5, n. 1, p. 249-324, jun. 2013. ISSN 2317-7721. Disponível em: <https://www.e-publicacoes.uerj.br/index.php/rdc/article/view/9731>. Acesso em: 29 jul. 2023."; ; ; ; ;Artigo
GA233;Geomática;Complementar;"PAZELLO, Ricardo Prestes; LEONEL JÚNIOR, Gladstone; CARVALHO, Euzamara de (org.). A luta pela terra, água, florestas e o direito: programa de formação permanente. Rio de Janeiro, RJ: Lumen Juris, 2022.";http://www.ipdms.org.br/files/2019/01/A-Luta-pela-Terra-%C3%81gua-Florestas-e-o-Direito-vol.-2.pdf;0;1; ;Livro
GA233;Geomática;Complementar;SHIRAISHI Neto, J.. A proteção do conhecimento tradicional no contexto da globalização do Direito. São Luís: Revista Pós Ciências Sociais, 2019. vol. 16(31), 209–228. https://doi.org/10.18764/2236-9473.v16n31p209-228 Acesso em: 29 jul. 2023.; ; ; ; ;Artigo
GA233;Geomática;Complementar;Tepedino, G.. Autonomia privada (entre a vontade individual e coletiva) na convivência condominial. Rio de Janeiro: Revista Brasileira de Direito Civil, 2022, vol. 31(02), 11. Recuperado de https://rbdcivil.ibdcivil.org.br/rbdc/article/view/890 Acesso em: 29 jul. 2023.; ; ; ; ;Artigo
TT080;Transportes;Básica;"CASAROTTO FILHO, N.; KOPITTKE, B. H. Análise de investimentos: matemática financeira, engenharia econômica, tomada de decisão, estratégia empresarial. 9a ed. São Paulo: Atlas, 2000.";-;14;55;658.152 C335 9.ed.;Livro
TT080;Transportes;Básica;ROSSETTI, J. P. Introdução à Economia. 21a ed. São Paulo: Atlas, 2017.;https://integrada.minhabiblioteca.com.br/reader/books/9788597008081/pages/recent;0;22; ;Livro
TT080;Transportes;Básica;"RYBA, A.; LENZI, E. K.; LENZI, M. K. Elementos de engenharia econômica. 1a ed. Curitiba: Intersaberes, 2011.";-;2;1;658.1527 R989;Livro
TT080;Transportes;Complementar;"LEMES JÚNIOR, A. B.; RIGO, C. M.; CHEROBIM, A. P. M. S. Administração financeira: princípios, fundamentos e práticas brasileiras: aplicações e casos nacionais. 4a ed. Rio de Janeiro: Elsevier, 2016.";https://integrada.minhabiblioteca.com.br/reader/books/9788595154124/pages/recent;0;13; ;Livro
TT080;Transportes;Complementar;MANKIW, N. G. Introdução à Economia: princípios de micro e macroeconomia. Tradução de A. V. Hastings, E. Paes e Lima, e Ez2 Translate da 6a ed. norte americana com revisão técnica de M. J. N. Pinto. Originalmente publicado em língua inglesa: Mason: South-West Cengage Learning, 2011.São Paulo: Cengage Learning, 2013.;-;4;25;330 M314i;Livro
TT080;Transportes;Complementar;MONTELLA, M. Economia passo a passo. Rio de Janeiro: Qualitymark, 2004.;-;0;0; ;Livro
TT080;Transportes;Complementar;"NEWNAN, D. G.; LAVELLE, J. P. Fundamentos de engenharia econômica. 1a ed. Tradução de A. A. de Farias, com revisão técnica de A. S. Camargo Jr.; originalmente publicado em língua inglesa: Engineering Press, 1998. Rio de Janeiro: Livros Técnicos e Científicos, 2000.";-;0;0; ;Livro
TT080;Transportes;Complementar;"PINHO, D. B.; VASCONCELLOS, M. A. S. de; TONETO JR., R. (Org.). Manual de Economia. 7a ed. São Paulo: Saraiva, 2017.SOUZA, A.; CLEMENTE, A. Decisões financeiras e análise de investimentos: fundamentos, técnicas e aplicações. 6a ed. São Paulo: Atlas, 2008.";"https://integrada.minhabiblioteca.com.br/reader/books/9788547220303/pageid/0

https://integrada.minhabiblioteca.com.br/reader/books/9788597023466/pages/recent";0;21;;Livro
GA234;Geomática;Básica;FERRARI, Celso. Curso de Planejamento Municipal Integrado. 7o ed. São Paulo: Livraria Pioneira Editora, 1991.;-;6;1;711.4 F375;Livro
GA234;Geomática;Básica;SOUZA, Marcelo Lopes. Mudar a cidade: uma introdução crítica ao planejamento e à gestão urbanos. 2002.;-;10;6;307.76 S729 8.ed.;Livro
GA234;Geomática;Básica;BORDALO, Rodrigo. Direito Urbanístico. (Coleção Método Essencial). Grupo GEN, 2022. E-book. ISBN 9786559644667. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9786559644667/. Acesso em: 01 ago. 2023.; ; ; ; ;Livro
GA234;Geomática;Complementar;"NALINI, Jose R.; LEVY, Wilson. Regularização Fundiária. [Digite o Local da Editora]: Grupo GEN, 2013. E-book. ISBN 978-85-309-5194-8. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/978-85-309-5194-8/. Acesso em: 01 ago. 2023."; ; ; ; ;Livro
GA234;Geomática;Complementar;DEL RIO, Vicente. Introdução ao Desenho Urbano no Processo de Planejamento. São Paulo: Ed. PINI, 1994.;-;11;0;711.4 D331;Livro
GA234;Geomática;Complementar;LEFBREV, Henri. O direto a Cidade. Hucitec.1989.;-;4;4;301.36 L489 2.ed.;Livro
GA234;Geomática;Complementar;PEREIRA. Edson. Planejamento urbano no Brasil: conceitos, diálogos e práticas. Argos. 2013.;-;1;1;711.4 P712 2.ed.;Livro
GA234;Geomática;Complementar;ROLNIK, Raquel. O que é Cidade. 3a ed. São Paulo: Ed. Brasiliense, 1995.;-;0;4; ;Livro
GA234;Geomática;Complementar;SANTOS, Milton. A Urbanização Brasileira. São Paulo: HUCITEC, 1994.;-;5;8;711.0981 S237u 4.ed.;Livro
GA234;Geomática;Complementar;CARVALHO FILHO, José dos Santos. Comentários ao Estatuto da Cidade. São Paulo: Atlas, 2013.;https://integrada.minhabiblioteca.com.br/reader/books/9788522476862/pageid/0;0;3; ;Livro
GA235;Geomática;Básica;AMORIM, A., PELEGRINA, M. A., and JULIÃO, R. P. Cadastro e gestão territorial: uma visão luso-brasileira para a implementação de sistemas de informação cadastral nos municípios [online]. São Paulo: Editora Unesp Digital, 2018, 131 p. ISBN: 978-85-9546-282-3. https://doi.org/10.7476/9788595462823. Disponível em: http://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/Cadastro-imobiliario-e-registro-de-imoveis.PDF  Acesso em: 1 ago. 2023; ; ; ; ;Livro
GA235;Geomática;Básica;CARNEIRO, A.F. Cadastro imobiliário e registro de imóveis. Instituto de registro imobiliário do Brasil.Porto Alegre. 2003. Disponível em: http://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/Cadastro-imobiliario-e-registro-de-imoveis.PDF Acesso em: 1 ago. 2023; ; ; ; ;Livro
GA235;Geomática;Básica;"DALE, P. F.; MCLAREN, R. A., GIS in land administration. In: LONGLEY, P. A. (Eds.). Geographical Information Systems: Principles, Techniques, Management and Applications. New York: John Wiley & Sons, Inc., 2005, p.859-75 . Disponível em: https://www.geos.ed.ac.uk/~gisteac/gis_book_abridged/files/ch61.pdf . Acesso em: 1 ago. 2023"; ; ; ; ;Livro
GA235;Geomática;Complementar;"ANTUNES, A.F.A. Fundamentos em Cadastro Técnico Urbano e Rural. Apostila. CIEG.UFPR. 2005; Disponível em: https://cartografica.ufpr.br/wp-content/uploads/2023/08/apostila-cadastro-2017_1-edicao.pdf Acesso em: 1 ago. 2023"; ; ; ; ;Livro
GA235;Geomática;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 14166: Rede de referência cadastral municipal - procedimento. Rio de Janeiro, 1998. 23p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR14166.pdf. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Norma
GA235;Geomática;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 14166: Rede de Referência Cadastral Municipal- Procedimento.Rio de Janeiro – RJ, 2022 . Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/10905/abnt-nbr14166-rede-de-referencia-cadastral-municipal-requisitos-e-procedimento. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Norma
GA235;Geomática;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de levantamento topográfico. Rio de Janeiro, 1994. 35p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR13133.pdf. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Norma
GA235;Geomática;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de Levantamento Topográfico. Rio de Janeiro – RJ, 2021. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/6400/abnt-nbr13133-execucao-de-levantamento-topografico-procedimento. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Norma
GA235;Geomática;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 17047: Levantamento Cadastral Territorial para registro público. Rio de Janeiro – RJ, 2022. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/13419/nbr17047-levantamento-cadastral-territorial-para-registro-publico-procedimento. Acesso em: 31 jul. 2023.; ; ; ; ;Norma
GA235;Geomática;Complementar;BRASIL. Portaria nº 3242, de 9 de novembro de 2022. Diretrizes para a criação, instituição e atualização do Cadastro Territorial Multifinalitário (CTM) nos municípios brasileiros. Brasília- DF.  Disponível em: https://www.in.gov.br/web/dou/-/portaria-n-3.242-de-9-de-novembro-de-2022-443240087. Acesso em: 1 ago. 2023; ; ; ; ;Site
GA235;Geomática;Complementar;BRASIL. Lei nº 131465 de 11 de julho de 2017. Dispõe sobre regularização Fundiária Rural, Disponível em: http://www.planalto.gov.br/ccivil_03/_ato20152018/2017/Lei/L13465.htm Acesso em: 1 ago. 2023; ; ; ; ;Site
GA235;Geomática;Complementar;BRASIL. Decreto nº 9310 de 15 de março de 2018. Dispõe sobre a regularização Fundiária Urbana. Disponível em :  http://www.planalto.gov.br/ccivil_03/_ato20152018/2018/decreto/D9310.htm Acesso em: 1 ago. 2023; ; ; ; ;Site
GA235;Geomática;Complementar;"DALE, P. F.; MCLAREN, R. A., GIS in land administration. In: LONGLEY, P. A. (Eds.). Geographical Information Systems: Principles, Techniques, Management and Applications.  New York: John Wiley & Sons, Inc., 2005, p.859-75 . Disponível em: https://www.geos.ed.ac.uk/~gisteac/gis_book_abridged/files/ch61.pdf . Acesso em: 1 ago. 2023"; ; ; ; ;Livro
GA235;Geomática;Complementar;PAIVA, Caio dos Anjos. Proposta de integração entre os dados do registro de imóveis e do cadastro imobiliário urbano. 2016. 109 f. Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 29/07/2016. Disponível em: http://hdl.handle.net/1884/53261. Acesso em: 2 ago. 2023.; ; ; ; ;Tese ou Dissertação
GA235;Geomática;Complementar;FERRÃO, J. O ordenamento do território como política pública. Lisboa: Fundação Calouste Gulbenkian, 2011. Disponível em: https://repositorio.ul.pt/bitstream/10451/6187/1/ICS_JFerrao_Ordenamento_LAN.pdf . Acesso em: 2 ago. 2023.; ; ; ; ;Livro
GA235;Geomática;Complementar;FIG – INTERNATIONAL FEDERATION OF SURVEYORS. Cadastre 2014- A vision for a future cadastral system. Disponível em https://www.fig.net/resources/publications/figpub/cadastre2014/index.asp. Acesso em: 1 ago. 2023; ; ; ; ;Site
GA235;Geomática;Complementar;INCRA, NORMA TÉCNICA PARA GEORREFERENCIAMENTO  DE IMÓVEIS RURAIS. Brasília 3ª edição, 2013. Disponível em: https://sigef.incra.gov.br/static/documentos/norma_tecnica_georreferenciamento_imoveis_rurais_3ed.pdf. Acesso em: 1 ago. 2023.; ; ; ; ;Norma
GA235;Geomática;Complementar;"LOCH, C. A.; ERBA, D. A. Cadastro Técnico Multifinalitário: rural e urbano. Cambridge, MA: Lincoln Institute of Land Policy, 2007.  Disponível em: https://www.lincolninst.edu/sites/default/files/pubfiles/cadastro-tecnico-multifinalitario-rural-e-urbano-full.pdf  Acesso em: 1 ago. 2023."; ; ; ; ;Livro
GA235;Geomática;Complementar;ISO TC 211. ISO 19152:2012. Geographic information — Land Administration Domain Model (LADM). Disponível em: https://www.iso.org/standard/51206.html. Acesso em: 1 ago. 2023.; ; ; ; ;Site
GA235;Geomática;Complementar;WILLIAMSON, I. P. The Cadastral “Tool Box”: A Framework for Reform. In: FIG INTERNATIONAL CONGRESS, 22, 2002, Washington, DC, EUA. Anais eletrônicos. Disponível em:  https://www.fig.net/resources/proceedings/fig_proceedings/fig_2002/TS7-2/TS7_2_williamson.pdf. Acesso em: 1 ago. 2023.; ; ; ; ;Livro
GB122;Geografia;Básica;LIMA, A. Zoneamento ecológico-econômico. Curitiba: Juruá. 2006. 288p.;-;2;0;341.347 L732;Livro
GB122;Geografia;Básica;SANTOS, R. F. Planejamento ambiental teoria e prática. São Paulo: Oficina de Textos, 2004. 184p.;-;15;19;304.2 S237;Livro
GB122;Geografia;Básica;SANCHES, L. E. Avaliação de impacto ambiental: conceitos e métodos. São Paulo: Oficina de Textos, 2008. 495p.;-;25;26;333.714 S211;Livro
GB122;Geografia;Complementar;BRASIL, MMA/SDS. Diretrizes Metodológicas para o Zoneamento Ecológico-Econômico do Brasil. Brasília: MMA, 2001.;-;2;5;333.72 P965z + CD-ROM;Livro
